ID;Empresa;Departamento;Municipio;Periodicidad;Año;Cubrimiento;No personas vinculadas a la labor recolección y transporte;Cantidad de residuos producidos (ton/mes);Cantidad de residuos recolectados (ton/mes);Sistema de medición de residuos;Frecuencia  modal recolección residencial (Veces/semana);Frecuencia  modal recolección comercial (Veces/semana);Frecuencia  modal recolección industrial (Veces/semana);Tipo de recolección;Fecha de cargue
20436;EMPRESA MUNICIPAL DE ASEO DE CANDELARIA   E.S.P.;TOLIMA;VILLAHERMOSA;Anual;2006;Toda el area urbana;5;9;10998;Pesaje;3;3;3;Mezclada;30/03/2009
20438;OFICINA DE SERVICIOS PUBLICOS DEL MUNICIPIO DE VILLAHERMOSA TOLIMA;TOLIMA;VILLAHERMOSA;Anual;2007;Toda el area urbana;3;16;9;Volumen;1;1;0;Mezclada;11/06/2008
20438;OFICINA DE SERVICIOS PUBLICOS DEL MUNICIPIO DE VILLAHERMOSA TOLIMA;TOLIMA;VILLAHERMOSA;Anual;2008;Toda el area urbana;4;70;12;Volumen;1;1;0;Mezclada;28/06/2008
20438;OFICINA DE SERVICIOS PUBLICOS DEL MUNICIPIO DE VILLAHERMOSA TOLIMA;TOLIMA;CUNDAY;Anual;2006;Parte del area urbana;3;69;70;Volumen;2;5;0;Mezclada;20/08/2009
20444;EMPRESA MUNICIPAL DE SERVICIOS PUBLICOS DE CUNDAY;ANTIOQUIA;ANORI;Anual;2006;Toda el area urbana;3;15;68;Pesaje;1;1;1;Mezclada;2/03/2009
20446;MUNICIPIO DE ANORI;ANTIOQUIA;ANORI;Anual;2007;Parte del area urbana;3;45;15;Volumen;3;3;0;Mezclada;11/06/2008
20446;MUNICIPIO DE ANORI;ANTIOQUIA;ANORI;Anual;2008;Parte del area urbana;3;15;15;Volumen;3;3;0;Mezclada;18/06/2008
20446;MUNICIPIO DE ANORI;BOYACA;BOYACA;Anual;2006;Toda el area urbana;3;4;15;Volumen;3;3;0;Mezclada;5/09/2010
20447;UNIDAD DE SERVICIOS PÚBLICOS DOMICILIARIOS DEL MUNICPIO DE BOYACÀ;NORTE DE SANTANDER;ARBOLEDAS;Anual;2006;Toda el area urbana;6;34;4;Volumen;1;0;0;Mezclada;26/06/2008
20449;EMPRESA DE SERVICIOS PUBLICOS DE ACUEDUCTO;CALDAS;MANZANARES;Anual;2006;Toda el area urbana;3;8;34;Volumen;2;2;0;Mezclada;2/07/2008
20451;MUNICIPIO DE MANZANARES;ANTIOQUIA;URAMITA;Anual;2006;Toda el area urbana;4;3;8;Volumen;2;2;0;Mezclada;21/12/2009
20453;JUNTA DE SERVICIOS PUBLICOS DEL MUNICIPIO DE URAMITA;ANTIOQUIA;URAMITA;Anual;2006;Toda el area urbana;4;3;3;Volumen;1;1;0;Mezclada;26/07/2008
20453;JUNTA DE SERVICIOS PUBLICOS DEL MUNICIPIO DE URAMITA;HUILA;YAGUARA;Anual;2006;Toda el area urbana;4;320;3;Volumen;1;1;0;Mezclada;26/07/2008
20455;EMPRESA DE SERVICIOS PUBLICOS DE AGUA POTABLE;HUILA;YAGUARA;Anual;2007;Toda el area urbana;4;180;300;Volumen;3;3;3;Mezclada;15/12/2007
20455;EMPRESA DE SERVICIOS PUBLICOS DE AGUA POTABLE;BOYACA;SAN JOSE DE PARE;Anual;2006;Parte del area urbana;3;12;144;Volumen;3;3;3;Mezclada;4/03/2008
20456;JUNTA MUNIICIPAL DE SERVICIOS PÚBLICOS DE SAN JOSE DE PARE;BOYACA;SAN JOSE DE PARE;Anual;2007;Parte del area urbana;3;12;12;Volumen;1;1;1;Separada;25/05/2008
20456;JUNTA MUNIICIPAL DE SERVICIOS PÚBLICOS DE SAN JOSE DE PARE;BOYACA;SAN JOSE DE PARE;Anual;2008;Toda el area urbana;2;4;12;Volumen;1;1;1;Separada;25/05/2008
20456;JUNTA MUNIICIPAL DE SERVICIOS PÚBLICOS DE SAN JOSE DE PARE;NORTE DE SANTANDER;MUTISCUA;Anual;2006;Toda el area urbana;2;8;4;Volumen;1;1;1;Mezclada;30/04/2009
20457;UNIDAD DE SERVICIOS PUBLICOS DOMICILIARIOS DEL MUNICIPIO DE MUTISCUA;NORTE DE SANTANDER;MUTISCUA;Anual;2007;Toda el area urbana;2;42;8;Pesaje;2;0;0;Mezclada;2/09/2007
20457;UNIDAD DE SERVICIOS PUBLICOS DOMICILIARIOS DEL MUNICIPIO DE MUTISCUA;NORTE DE SANTANDER;MUTISCUA;Anual;2008;Toda el area urbana;3;19;42;Pesaje;2;2;2;Mezclada;22/05/2008
20457;UNIDAD DE SERVICIOS PUBLICOS DOMICILIARIOS DEL MUNICIPIO DE MUTISCUA;CORDOBA;LA APARTADA;Anual;2006;Toda el area urbana;5;110;19;Volumen;1;1;0;Mezclada;8/06/2009
20460;MUNICIPIO DE LA APARTADA;CORDOBA;LA APARTADA;Anual;2007;Toda el area urbana;5;110;110;Pesaje;2;5;0;Mezclada;6/05/2008
20460;MUNICIPIO DE LA APARTADA;CORDOBA;LA APARTADA;Anual;2008;Toda el area urbana;19;110;110;Pesaje;2;5;0;Mezclada;3/06/2008
20460;MUNICIPIO DE LA APARTADA;ANTIOQUIA;MUTATA;Anual;2006;Toda el area urbana;4;110;110;Pesaje;2;5;0;Mezclada;20/08/2009
20470;MUNICIPIO DE MUTATA;ANTIOQUIA;MUTATA;Anual;2007;Toda el area urbana;4;103;103;Volumen;2;2;2;Mezclada;7/09/2010
20470;MUNICIPIO DE MUTATA;ANTIOQUIA;MUTATA;Anual;2008;Toda el area urbana;4;104;103;Volumen;2;2;2;Mezclada;25/09/2010
20470;MUNICIPIO DE MUTATA;VICHADA;SANTA ROSALIA;Anual;2006;Parte del area urbana;3;32;104;Volumen;2;2;2;Mezclada;25/09/2010
20472;MUNICIPIO DE SANTA ROSALIA -  VICHADA;CALDAS;SUPIA;Anual;2004;Toda el area urbana;3;60;32;Volumen;2;2;0;Mezclada;11/02/2010
20474;UNIDAD ADMINISTRATIVA ESPECIAL DE SERVICIOS PUBLICOS SUPIA CALDAS;CALDAS;SUPIA;Anual;2005;Toda el area urbana;3;60;53;Volumen;2;3;3;Mezclada;29/11/2011
20474;UNIDAD ADMINISTRATIVA ESPECIAL DE SERVICIOS PUBLICOS SUPIA CALDAS;CALDAS;SUPIA;Anual;2006;Toda el area urbana;6;190;6;Volumen;2;2;2;Mezclada;30/11/2011
20474;UNIDAD ADMINISTRATIVA ESPECIAL DE SERVICIOS PUBLICOS SUPIA CALDAS;CALDAS;SUPIA;Anual;2007;Toda el area urbana;5;190;190;Pesaje;2;2;0;Mezclada;4/06/2008
20474;UNIDAD ADMINISTRATIVA ESPECIAL DE SERVICIOS PUBLICOS SUPIA CALDAS;CALDAS;SUPIA;Anual;2008;Toda el area urbana;6;190;190;Pesaje;2;2;0;Mezclada;8/07/2008
20474;UNIDAD ADMINISTRATIVA ESPECIAL DE SERVICIOS PUBLICOS SUPIA CALDAS;CAUCA;FLORENCIA;Anual;2007;Toda el area urbana;2;8;190;Volumen;2;2;2;Mezclada;17/05/2009
20475;ADMINISTRACIÓN PÚBLICA COOPERATIVA DE LOS SERVICIOS DE ACUEDUCTO;CAUCA;FLORENCIA;Anual;2008;Parte del area urbana;3;16;8;Volumen;3;3;0;Separada;31/12/2008
20475;ADMINISTRACIÓN PÚBLICA COOPERATIVA DE LOS SERVICIOS DE ACUEDUCTO;CUNDINAMARCA;VILLAPINZON;Anual;2006;Parte del area urbana;5;240;16;Volumen;2;0;0;Separada;2/03/2010
20476;OFICINA MUNICIPAL DE SERVICIOS PUBLICOS PARA LA PRESTACION DE LOS SERVICIOS DE ACUEDUCTO;CUNDINAMARCA;VILLAPINZON;Anual;2007;Parte del area urbana;5;240;240;Ambas;2;2;2;Separada;22/05/2008
20476;OFICINA MUNICIPAL DE SERVICIOS PUBLICOS PARA LA PRESTACION DE LOS SERVICIOS DE ACUEDUCTO;CUNDINAMARCA;VILLAPINZON;Anual;2008;Parte del area urbana;5;240;240;Ambas;ND;ND;ND;Separada;29/06/2008
20476;OFICINA MUNICIPAL DE SERVICIOS PUBLICOS PARA LA PRESTACION DE LOS SERVICIOS DE ACUEDUCTO;BOYACA;BRICENO;Anual;2007;Toda el area urbana;3;12;240;Ambas;ND;ND;ND;Separada;26/03/2009
20478;UNIDAD DE SERVICIOS PUBLICOS DE ACUEDUCTO ALCANTARILLADO Y ASEO DEL MUNICIPIO DE BRICENO;BOYACA;BRICENO;Anual;2008;Toda el area urbana;3;12;12;Volumen;2;2;0;Mezclada;22/04/2008
20478;UNIDAD DE SERVICIOS PUBLICOS DE ACUEDUCTO ALCANTARILLADO Y ASEO DEL MUNICIPIO DE BRICENO;VALLE DEL CAUCA;CALI;Anual;2006;Toda el area urbana;6;105;12;Volumen;2;2;0;Mezclada;19/03/2009
20482;INCINERADORES INDUSTRIALES S.A. ESP;VALLE DEL CAUCA;PALMIRA;Anual;2007;Parte del area urbana;8;250;105;Pesaje;ND;1;7;Separada;5/07/2007
20482;INCINERADORES INDUSTRIALES S.A. ESP;VALLE DEL CAUCA;PALMIRA;Anual;2008;Parte del area urbana;8;250;250;Pesaje;0;0;0;Separada;22/07/2009
20482;INCINERADORES INDUSTRIALES S.A. ESP;BOYACA;GUAYATA;Anual;2006;Toda el area urbana;2;20;250;Pesaje;ND;ND;ND;Separada;22/07/2009
20486;ADMINISTRACION PUBLICA COOPERATIVA EMPRESA SOLIDARIA DE SERVICIOS PUBLICOS DE GUAYATA;CUNDINAMARCA;GRANADA;Anual;2006;Parte del area urbana;3;70;20;Pesaje;2;2;0;Separada;18/06/2011
20487;ALCALDIA MUNICIPAL DE GRANADA CUNDINAMARCA;CUNDINAMARCA;GRANADA;Anual;2007;Parte del area urbana;4;100;60;Volumen;1;1;1;Mezclada;21/05/2008
20487;ALCALDIA MUNICIPAL DE GRANADA CUNDINAMARCA;CUNDINAMARCA;GRANADA;Anual;2008;Toda el area urbana;2;70;70;Pesaje;1;1;1;Mezclada;22/11/2008
20487;ALCALDIA MUNICIPAL DE GRANADA CUNDINAMARCA;BOYACA;TOTA;Anual;2006;Toda el area urbana;4;12;70;Pesaje;2;2;0;Mezclada;9/07/2010
20490;UNIDAD ADMINISTRADORA DE SERVICIOS PUBLICOS DE ACUEDUCTO;BOYACA;TOTA;Anual;2007;Toda el area urbana;4;27;8;Pesaje;1;1;1;Mezclada;27/05/2008
20490;UNIDAD ADMINISTRADORA DE SERVICIOS PUBLICOS DE ACUEDUCTO;BOYACA;TOTA;Anual;2008;Toda el area urbana;2;6;8;Pesaje;1;1;1;Mezclada;27/05/2008
20490;UNIDAD ADMINISTRADORA DE SERVICIOS PUBLICOS DE ACUEDUCTO;BOYACA;TUNUNGUA;Anual;2006;Toda el area urbana;3;1;6;Pesaje;2;2;0;Mezclada;11/12/2009
20492;UNIDAD MUNICIPAL DE SERVICIOS PUBLICOS DOMICILIARIOS DE TUNUNGUA;BOYACA;TUNUNGUA;Anual;2007;Toda el area urbana;2;6;1;Ambas;2;0;0;Mezclada;14/04/2008
20492;UNIDAD MUNICIPAL DE SERVICIOS PUBLICOS DOMICILIARIOS DE TUNUNGUA;BOYACA;TUNUNGUA;Anual;2008;Toda el area urbana;2;6;6;Pesaje;2;0;0;Mezclada;28/04/2008
20492;UNIDAD MUNICIPAL DE SERVICIOS PUBLICOS DOMICILIARIOS DE TUNUNGUA;CUNDINAMARCA;YACOPI;Anual;2006;Toda el area urbana;4;50;6;Pesaje;2;0;0;Mezclada;7/04/2009
20493;UNIDAD DE SERVICIOS PUBLICOS DOMICILIARIOS DE YACOPI CUNDINAMARCA;CUNDINAMARCA;YACOPI;Anual;2007;Toda el area urbana;6;50;50;Ambas;1;1;1;Mezclada;15/12/2009
20493;UNIDAD DE SERVICIOS PUBLICOS DOMICILIARIOS DE YACOPI CUNDINAMARCA;CUNDINAMARCA;YACOPI;Anual;2008;Toda el area urbana;6;50;50;Volumen;1;1;1;Mezclada;24/04/2008
20493;UNIDAD DE SERVICIOS PUBLICOS DOMICILIARIOS DE YACOPI CUNDINAMARCA;BOYACA;SORACA;Anual;2006;Toda el area urbana;3;9;50;Volumen;1;1;1;Mezclada;5/03/2010
20500;UNIDAD DE SERVICIOS PUBLICOS DOMICILIARIOS DEL MUNICIPIO DE SORACA;BOYACA;SORACA;Anual;2007;Toda el area urbana;3;10;9;Pesaje;1;1;1;Mezclada;10/10/2007
20500;UNIDAD DE SERVICIOS PUBLICOS DOMICILIARIOS DEL MUNICIPIO DE SORACA;BOYACA;SORACA;Anual;2008;Toda el area urbana;3;12;10;Pesaje;1;1;1;Mezclada;29/04/2008
20500;UNIDAD DE SERVICIOS PUBLICOS DOMICILIARIOS DEL MUNICIPIO DE SORACA;BOLIVAR;SAN CRISTOBAL;Anual;2006;Toda el area urbana;5;90;12;Volumen;1;0;0;Mezclada;10/08/2009
20505;COOPERATIVA DE TRABAJO ASOCIADO DE ASEO Y RECICLAJE DEL MUNICIPIO DE SAN CRISTOBAL BOLIVAR ;CAUCA;INZA;Anual;2006;Toda el area urbana;4;21;90;Pesaje;3;3;0;Separada;24/06/2008
20515;ADMINISTRACIÓN PÚBLICA COOPERATIVA DE ACUEDUCTO ALCANTARILLADO Y ASEO DEL MUNICIPIO DE INZA - CAUCA;CAUCA;INZA;Anual;2007;Toda el area urbana;6;508;21;Volumen;3;0;0;Separada;20/06/2007
20515;ADMINISTRACIÓN PÚBLICA COOPERATIVA DE ACUEDUCTO ALCANTARILLADO Y ASEO DEL MUNICIPIO DE INZA - CAUCA;CAUCA;INZA;Anual;2008;Toda el area urbana;4;21;495;Volumen;3;3;0;Mezclada;13/05/2010
20515;ADMINISTRACIÓN PÚBLICA COOPERATIVA DE ACUEDUCTO ALCANTARILLADO Y ASEO DEL MUNICIPIO DE INZA - CAUCA;ANTIOQUIA;TITIRIBI;Anual;2006;Toda el area urbana;5;60;21;Volumen;3;3;0;Mezclada;13/05/2010
20517;UNIDAD DE SERVICIOS PUBLICOS DOMICILIARIOS DEL MUNICIPIO DE TITIRIBI;ANTIOQUIA;TITIRIBI;Anual;2006;Toda el area urbana;5;60;60;Pesaje;2;2;0;Separada;13/06/2008
20517;UNIDAD DE SERVICIOS PUBLICOS DOMICILIARIOS DEL MUNICIPIO DE TITIRIBI;ANTIOQUIA;TITIRIBI;Anual;2007;Toda el area urbana;5;60;60;Pesaje;2;2;0;Separada;13/06/2008
20517;UNIDAD DE SERVICIOS PUBLICOS DOMICILIARIOS DEL MUNICIPIO DE TITIRIBI;ANTIOQUIA;TITIRIBI;Anual;2008;Toda el area urbana;4;65;60;Pesaje;2;2;0;Mezclada;13/06/2008
20517;UNIDAD DE SERVICIOS PUBLICOS DOMICILIARIOS DEL MUNICIPIO DE TITIRIBI;ANTIOQUIA;JARDIN;Anual;2006;Toda el area urbana;5;65;65;Pesaje;2;2;0;Separada;21/08/2009
20521;EMPRESAS PUBLICAS DE JARDIN S.A.  E.S.P. - EPJ;ANTIOQUIA;JARDIN;Anual;2007;Toda el area urbana;5;79;65;Pesaje;4;5;5;Separada;16/10/2007
20521;EMPRESAS PUBLICAS DE JARDIN S.A.  E.S.P. - EPJ;ANTIOQUIA;JARDIN;Anual;2008;Toda el area urbana;4;51;79;Pesaje;4;5;0;Separada;18/04/2008
20521;EMPRESAS PUBLICAS DE JARDIN S.A.  E.S.P. - EPJ;SANTANDER;SOCORRO;Anual;2005;Toda el area urbana;5;453;51;Pesaje;5;5;0;Separada;22/05/2009
20524;SESPA SANTANDER S.A.  E.S.P.;SANTANDER;SOCORRO;Anual;2006;Toda el area urbana;10;416;448;Pesaje;3;3;3;Separada;21/10/2006
20524;SESPA SANTANDER S.A.  E.S.P.;SANTANDER;SOCORRO;Anual;2007;Toda el area urbana;10;416;416;Pesaje;4;4;4;Mezclada;11/10/2007
20524;SESPA SANTANDER S.A.  E.S.P.;SANTANDER;SOCORRO;Anual;2008;Toda el area urbana;6;430;416;Pesaje;4;4;4;Mezclada;8/01/2008
20524;SESPA SANTANDER S.A.  E.S.P.;HUILA;COLOMBIA;Anual;2007;Toda el area urbana;4;28;430;Pesaje;4;4;4;Mezclada;14/04/2009
20526;SOCIEDAD DE ACUEDUCTOS;HUILA;TARQUI;Anual;2007;Toda el area urbana;3;71;28;Pesaje;1;1;0;Mezclada;7/10/2009
20526;SOCIEDAD DE ACUEDUCTOS;BOLIVAR;SIMITI;Anual;2006;Toda el area urbana;1;112;71;Pesaje;2;2;0;Mezclada;7/10/2009
20534;ADMINISTRACION PUBLICA COOPERATIVA DE SIMITI;SANTANDER;PUERTO PARRA;Anual;2006;Toda el area urbana;4;24;112;Volumen;2;2;0;Mezclada;13/10/2009
20536;EMPRESA MUNICIPAL DE SERVICIOS PUBLICOS DE PUERTO PARRA EMSEPAR E.S.P. S.A.;RISARALDA;DOSQUEBRADAS;Anual;2006;Parte del area urbana;4;16;24;Volumen;ND;1;0;Mezclada;27/07/2009
20537;EMPRESA PRIVADA EN SERVICIO DE ASEO S.A. ESP;RISARALDA;DOSQUEBRADAS;Anual;2007;Parte del area urbana;4;11;16;Ambas;2;2;3;Mezclada;27/06/2007
20537;EMPRESA PRIVADA EN SERVICIO DE ASEO S.A. ESP;RISARALDA;PEREIRA;Anual;2006;Parte del area urbana;4;141;11;Ambas;2;2;3;Mezclada;12/02/2008
20537;EMPRESA PRIVADA EN SERVICIO DE ASEO S.A. ESP;RISARALDA;PEREIRA;Anual;2007;Parte del area urbana;4;129;141;Ambas;2;2;3;Mezclada;27/06/2007
20537;EMPRESA PRIVADA EN SERVICIO DE ASEO S.A. ESP;RISARALDA;PEREIRA;Anual;2008;Parte del area urbana;4;129;129;Ambas;2;2;3;Mezclada;12/02/2008
20537;EMPRESA PRIVADA EN SERVICIO DE ASEO S.A. ESP;SANTANDER;HATO;Anual;2006;Toda el area urbana;2;5;129;Ambas;2;2;3;Mezclada;11/11/2009
20538;UNIDAD DE SERVICIOS PUBLICOS DOMICILIARIOS HATO SANTANDER ;SANTANDER;HATO;Anual;2007;Parte del area urbana;2;41;4;Pesaje;1;1;0;Mezclada;23/05/2008
20538;UNIDAD DE SERVICIOS PUBLICOS DOMICILIARIOS HATO SANTANDER ;SANTANDER;HATO;Anual;2008;Toda el area urbana;3;5;41;Pesaje;8;8;0;Mezclada;29/07/2008
20538;UNIDAD DE SERVICIOS PUBLICOS DOMICILIARIOS HATO SANTANDER ;CUNDINAMARCA;MOSQUERA;Anual;2006;Toda el area urbana;12;1049;5;Pesaje;1;1;1;Mezclada;27/06/2009
20550;ECOPROCESOS HÁBITAT LÍMPIO S. EN C. A. E.S.P.;CUNDINAMARCA;MOSQUERA;Anual;2007;Toda el area urbana;14;1189;1049;Volumen;3;3;2;Mezclada;25/04/2007
20550;ECOPROCESOS HÁBITAT LÍMPIO S. EN C. A. E.S.P.;CUNDINAMARCA;MOSQUERA;Anual;2008;Toda el area urbana;17;1405;1189;Ambas;3;3;1;Mezclada;24/05/2008
20550;ECOPROCESOS HÁBITAT LÍMPIO S. EN C. A. E.S.P.;CAQUETA;PUERTO RICO;Anual;2006;Parte del area urbana;5;165;1405;Ambas;3;3;3;Mezclada;7/05/2009
20557;AGUA RICA AAA S.A. E.S.P.;SANTANDER;GUAPOTA;Anual;2006;Toda el area urbana;1;6;135;Volumen;1;2;1;Mezclada;22/12/2008
20562;MUNICIPIO GUAPOTA;SANTANDER;GUAPOTA;Anual;2007;Toda el area urbana;1;6;6;Pesaje;1;1;0;Separada;22/05/2008
20562;MUNICIPIO GUAPOTA;SANTANDER;GUAPOTA;Anual;2008;Toda el area urbana;3;4;6;Pesaje;1;1;0;Separada;6/06/2008
20562;MUNICIPIO GUAPOTA;ANTIOQUIA;CACERES;Anual;2004;Parte del area urbana;1;200;4;Volumen;1;1;0;Separada;1/07/2010
20564;JUNTA MUNICIPAL DE SERVICIOS PUBLICOS DEL MUNICIPIO DE CACERES;ANTIOQUIA;CACERES;Anual;2005;Toda el area urbana;1;200;180;Volumen;1;1;0;Mezclada;22/12/2014
20564;JUNTA MUNICIPAL DE SERVICIOS PUBLICOS DEL MUNICIPIO DE CACERES;ANTIOQUIA;CACERES;Anual;2006;Toda el area urbana;6;14;180;Volumen;1;1;0;Mezclada;22/12/2014
20564;JUNTA MUNICIPAL DE SERVICIOS PUBLICOS DEL MUNICIPIO DE CACERES;ANTIOQUIA;CACERES;Anual;2007;Toda el area urbana;6;15;12;Volumen;2;2;0;Mezclada;24/04/2008
20564;JUNTA MUNICIPAL DE SERVICIOS PUBLICOS DEL MUNICIPIO DE CACERES;ANTIOQUIA;CACERES;Anual;2008;Toda el area urbana;1;320;13;Volumen;2;2;0;Mezclada;21/05/2008
20564;JUNTA MUNICIPAL DE SERVICIOS PUBLICOS DEL MUNICIPIO DE CACERES;SUCRE;SUCRE;Anual;2006;Parte del area urbana;10;40;320;Ambas;4;4;0;Mezclada;29/06/2010
20565;EMPRESA INDUSTRIAL Y COMERCIAL DE AGUA POTABLE ALCANTARILLADO Y ASEO;BOYACA;MARIPI;Anual;2006;Toda el area urbana;3;17;30;Volumen;7;7;0;Mezclada;12/06/2008
20571;UNIDAD ADMINISTRADORA DE SERVICIOS PUBLICOS DEL MUNICIPIO DE MARIPI;BOYACA;MARIPI;Anual;2007;Toda el area urbana;3;18;16;Volumen;2;1;0;Mezclada;22/04/2008
20571;UNIDAD ADMINISTRADORA DE SERVICIOS PUBLICOS DEL MUNICIPIO DE MARIPI;BOYACA;MARIPI;Anual;2008;Toda el area urbana;3;16;17;Volumen;2;1;0;Mezclada;26/04/2008
20571;UNIDAD ADMINISTRADORA DE SERVICIOS PUBLICOS DEL MUNICIPIO DE MARIPI;NARINO;TANGUA;Anual;2006;Toda el area urbana;6;26;14;Volumen;2;2;0;Mezclada;20/04/2009
20572;MUNICIPIO DE TANGUA;TOLIMA;SANTA ISABEL;Anual;2006;Toda el area urbana;5;24;26;Pesaje;2;2;0;Mezclada;13/08/2008
20574;JUNTA DE SERVICIOS PUBLICOS DOMICILIARIOS DEL MUNICIPIO DE SANTA ISABEL;TOLIMA;SANTA ISABEL;Anual;2007;Toda el area urbana;5;24;24;Volumen;1;1;0;Mezclada;30/05/2008
20574;JUNTA DE SERVICIOS PUBLICOS DOMICILIARIOS DEL MUNICIPIO DE SANTA ISABEL;VALLE DEL CAUCA;ANDALUCIA;Anual;2004;Toda el area urbana;3;620;24;Volumen;1;1;0;Mezclada;9/06/2008
20578;ALCALDIA MUNICIPAL DE ANDALUCIA;VALLE DEL CAUCA;ANDALUCIA;Anual;2005;Toda el area urbana;3;685;590;Pesaje;2;2;2;Mezclada;1/08/2011
20578;ALCALDIA MUNICIPAL DE ANDALUCIA;VALLE DEL CAUCA;ANDALUCIA;Anual;2006;Toda el area urbana;3;2368;685;Pesaje;2;2;2;Mezclada;1/08/2011
20578;ALCALDIA MUNICIPAL DE ANDALUCIA;VALLE DEL CAUCA;ANDALUCIA;Anual;2007;Toda el area urbana;3;2451;1952;Pesaje;2;2;2;Mezclada;29/06/2008
20578;ALCALDIA MUNICIPAL DE ANDALUCIA;VALLE DEL CAUCA;ANDALUCIA;Anual;2008;Toda el area urbana;3;2958;2095;Pesaje;2;2;2;Mezclada;30/06/2008
20578;ALCALDIA MUNICIPAL DE ANDALUCIA;VALLE DEL CAUCA;ANDALUCIA;Anual;2009;Toda el area urbana;6;230;2745;Pesaje;2;2;0;Mezclada;2/09/2010
20578;ALCALDIA MUNICIPAL DE ANDALUCIA;VALLE DEL CAUCA;ANDALUCIA;Anual;2010;Toda el area urbana;3;120;202;Pesaje;2;2;2;Mezclada;6/06/2012
20578;ALCALDIA MUNICIPAL DE ANDALUCIA;ANTIOQUIA;SANTA FE DE ANTIOQUIA;Anual;2005;Toda el area urbana;3;323;120;Pesaje;2;2;0;Mezclada;10/12/2013
20579;OCCIDENTE LIMPIO S.A.S E.S.P.;ANTIOQUIA;SANTA FE DE ANTIOQUIA;Anual;2006;Toda el area urbana;3;336;317;Volumen;2;7;0;Mezclada;13/09/2006
20579;OCCIDENTE LIMPIO S.A.S E.S.P.;ANTIOQUIA;SANTA FE DE ANTIOQUIA;Anual;2007;Toda el area urbana;3;342;274;Volumen;2;7;1;Mezclada;17/02/2007
20579;OCCIDENTE LIMPIO S.A.S E.S.P.;ANTIOQUIA;SANTA FE DE ANTIOQUIA;Anual;2008;Toda el area urbana;3;349;298;Volumen;2;7;0;Mezclada;23/01/2008
20579;OCCIDENTE LIMPIO S.A.S E.S.P.;BOYACA;CUBARA;Anual;2006;Parte del area urbana;5;29;340;Volumen;2;7;0;Mezclada;27/03/2009
20580;ALCALDIA ESPECIAL DE CUBARA;ANTIOQUIA;FREDONIA;Anual;2006;Toda el area urbana;3;167;29;Volumen;2;2;0;Mezclada;15/09/2010
20582;UNIDAD DE SERVICIOS PUBLICOS DOMICILIARIOS DE ASEO DEL MUNICIPIO DE  FREDONIA;ANTIOQUIA;FREDONIA;Anual;2007;Toda el area urbana;5;126;80;Pesaje;5;5;5;Separada;18/08/2007
20582;UNIDAD DE SERVICIOS PUBLICOS DOMICILIARIOS DE ASEO DEL MUNICIPIO DE  FREDONIA;ANTIOQUIA;FREDONIA;Anual;2008;Toda el area urbana;5;126;126;Pesaje;5;4;4;Separada;23/04/2008
20582;UNIDAD DE SERVICIOS PUBLICOS DOMICILIARIOS DE ASEO DEL MUNICIPIO DE  FREDONIA;CESAR;GONZALEZ;Anual;2006;Toda el area urbana;3;17;126;Pesaje;4;5;0;Separada;14/10/2009
20591;UNIDAD DE SERVICIOS PUBLICOS DE GONZALEZ ;CORDOBA;CERETE;Anual;2005;Toda el area urbana;9;696;17;Volumen;2;2;0;Mezclada;18/02/2015
20592;CORASEO S.A. E.S.P.;CORDOBA;CERETE;Anual;2006;Toda el area urbana;6;668;696;Pesaje;3;6;3;Mezclada;4/11/2009
20592;CORASEO S.A. E.S.P.;CORDOBA;CERETE;Anual;2007;Toda el area urbana;6;668;615;Pesaje;3;6;3;Mezclada;10/11/2009
20592;CORASEO S.A. E.S.P.;CORDOBA;CERETE;Anual;2008;Toda el area urbana;6;668;601;Pesaje;3;6;6;Mezclada;10/11/2009
20592;CORASEO S.A. E.S.P.;CORDOBA;CIENAGA DE ORO;Anual;2006;Toda el area urbana;3;262;667;Pesaje;3;6;6;Mezclada;10/11/2009
20592;CORASEO S.A. E.S.P.;CORDOBA;CIENAGA DE ORO;Anual;2007;Toda el area urbana;3;262;262;Pesaje;3;6;3;Mezclada;10/11/2009
20592;CORASEO S.A. E.S.P.;CORDOBA;CIENAGA DE ORO;Anual;2008;Toda el area urbana;3;262;237;Pesaje;3;6;6;Mezclada;10/11/2009
20592;CORASEO S.A. E.S.P.;CORDOBA;SAN CARLOS;Anual;2006;Toda el area urbana;3;43;134;Pesaje;3;6;6;Mezclada;10/11/2009
20592;CORASEO S.A. E.S.P.;CORDOBA;SAN CARLOS;Anual;2007;Toda el area urbana;3;43;43;Pesaje;1;1;1;Mezclada;10/11/2009
20592;CORASEO S.A. E.S.P.;CORDOBA;SAN CARLOS;Anual;2008;Toda el area urbana;3;45;19;Pesaje;1;1;1;Mezclada;10/11/2009
20592;CORASEO S.A. E.S.P.;BOLIVAR;CARTAGENA DE INDIAS;Anual;2006;Parte del area urbana;208;11924;23;Pesaje;1;1;1;Mezclada;10/11/2009
20593;PACARIBE S.A E.S.P;BOLIVAR;CARTAGENA DE INDIAS;Anual;2007;Parte del area urbana;125;12390;11924;Pesaje;3;6;0;Mezclada;14/02/2007
20593;PACARIBE S.A E.S.P;BOLIVAR;CARTAGENA DE INDIAS;Anual;2008;Parte del area urbana;138;10993;12390;Pesaje;3;6;0;Mezclada;28/01/2008
