ID Empresa;Empresa;Año;Periodo;Fecha certificación del cargue;NUAP;Departamento;Municipio;Tipo de sitio de destino;N del sitio de destino;Toneladas de limpieza urbana;Toneladas barrido y limpieza;Toneladas residuos No Aprov.;Toneladas Rechazo Aprov.;Toneladas de residuos aprov.;Valor de peajes ($);Fecha de actualización
81;ASEO TECNICO S.A.S. E.S.P.;2019;2;06/05/20;26144430;LA GUAJIRA;MAICAO;Sitio de Disposición Final;22244430;0;52,37;2777,54;0;0;0;24/06/20
81;ASEO TECNICO S.A.S. E.S.P.;2019;3;18/03/20;26144430;LA GUAJIRA;MAICAO;Sitio de Disposición Final;22244430;0;79,24;3027,72;0;0;0;24/06/20
81;ASEO TECNICO S.A.S. E.S.P.;2019;4;06/05/20;26144430;LA GUAJIRA;MAICAO;Sitio de Disposición Final;22244430;0;75,19;3024,17;0;0;0;24/06/20
81;ASEO TECNICO S.A.S. E.S.P.;2019;5;15/04/20;26144430;LA GUAJIRA;MAICAO;Sitio de Disposición Final;22244430;0;131,38;2998,37;0;0;0;24/06/20
81;ASEO TECNICO S.A.S. E.S.P.;2019;6;15/04/20;26144430;LA GUAJIRA;MAICAO;Sitio de Disposición Final;22244430;0;98,73;2832,28;0;0;0;24/06/20
81;ASEO TECNICO S.A.S. E.S.P.;2019;7;16/04/20;26144430;LA GUAJIRA;MAICAO;Sitio de Disposición Final;20644279;0;0;946,81;0;0;0;24/06/20
81;ASEO TECNICO S.A.S. E.S.P.;2019;7;16/04/20;26144430;LA GUAJIRA;MAICAO;Sitio de Disposición Final;22244430;0;120,3;2048,38;0;0;0;24/06/20
81;ASEO TECNICO S.A.S. E.S.P.;2019;8;16/04/20;26144430;LA GUAJIRA;MAICAO;Sitio de Disposición Final;20644279;32,09;0;904,67;0;0;0;24/06/20
81;ASEO TECNICO S.A.S. E.S.P.;2019;8;16/04/20;26144430;LA GUAJIRA;MAICAO;Sitio de Disposición Final;22244430;16,32;96,76;2095,06;0;0;0;24/06/20
81;ASEO TECNICO S.A.S. E.S.P.;2019;9;15/04/20;26144430;LA GUAJIRA;MAICAO;Sitio de Disposición Final;22244430;4,15;24,36;2754,75;0;0;0;24/06/20
81;ASEO TECNICO S.A.S. E.S.P.;2019;10;16/04/20;26144430;LA GUAJIRA;MAICAO;Sitio de Disposición Final;20644279;17,31;18,18;1712,99;0;0;0;24/06/20
81;ASEO TECNICO S.A.S. E.S.P.;2019;10;16/04/20;26144430;LA GUAJIRA;MAICAO;Sitio de Disposición Final;22244430;16,96;133,55;1190,97;0;0;0;24/06/20
81;ASEO TECNICO S.A.S. E.S.P.;2019;11;16/04/20;26144430;LA GUAJIRA;MAICAO;Sitio de Disposición Final;20644279;4,04;7,66;1787,62;0;0;0;24/06/20
